"gender","masterCategory","subCategory","articleType","baseColour","season","year","usage"
"Men","Accessories","Eyewear","Sunglasses","Copper","Winter","2016.0","Fashionable"
"Men","Accessories","Wallets","Wallets","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Fall","2011.0","Casual"
"Women","Apparel","Innerwear","Briefs","Peach","Summer","2017.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Formal"
"Women","Accessories","Wallets","Wallets","Brown","Winter","2016.0","Casual"
"Women","Apparel","Topwear","Tops","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Purple","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Red","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Beige","Fall","2012.0","Casual"
"Women","Accessories","Eyewear","Sunglasses","Grey","Winter","2016.0","Formal"
"Women","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Formal"
"Women","Apparel","Innerwear","Briefs","White","Winter","2015.0","Formal"
"Unisex","Footwear","Flip Flops","Flip Flops","Brown","Spring","2013.0","Casual"
"Women","Accessories","Jewellery","Necklace and Chains","Brown","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Fall","2011.0","Formal"
"Men","Accessories","Headwear","Caps","Grey","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Maroon","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Jackets","Blue","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2015.0","Casual"
"Women","Footwear","Flip Flops","Flip Flops","Black","Summer","2011.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Unisex","Sporting Goods","Wristbands","Wristbands","Black","Summer","2012.0","Casual"
"Women","Personal Care","Nails","Nail Polish","Peach","Spring","2017.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Women","Footwear","Shoes","Heels","Olive","Winter","2012.0","Formal"
"Men","Apparel","Topwear","Shirts","Green","Fall","2011.0","Formal"
"Women","Apparel","Dress","Dresses","Blue","Summer","2011.0","Casual"
"Men","Apparel","Bottomwear","Trousers","Grey","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Red","Winter","2012.0","Formal"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Grey","Fall","2012.0","Formal"
"Women","Apparel","Saree","Sarees","Red","Fall","2012.0","Casual"
"Men","Accessories","Watches","Watches","Yellow","Winter","2016.0","Fashionable"
"Women","Apparel","Topwear","Kurtas","White","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","White","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Coffee Brown","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Black","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Tshirts","Green","Fall","2011.0","Casual"
"Women","Accessories","Jewellery","Earrings","Silver","Fall","2012.0","Casual"
"Women","Personal Care","Makeup","Highlighter and Blush","Bronze","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Kurtis","Black","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Green","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Orange","Summer","2011.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Formal"
"Men","Apparel","Bottomwear","Shorts","Black","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Sweatshirts","Green","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","Black","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Casual Shoes","Grey","Summer","2012.0","Casual"
"Men","Accessories","Socks","Socks","Black","Summer","2016.0","Casual"
"Women","Accessories","Wallets","Wallets","Red","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Bra","Pink","Winter","2015.0","Formal"
"Men","Apparel","Topwear","Shirts","Purple","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Suspenders","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtis","Cream","Summer","2011.0","Casual"
"Women","Apparel","Innerwear","Briefs","Maroon","Winter","2015.0","Casual"
"Boys","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Women","Accessories","Wallets","Wallets","Mustard","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Bronze","Winter","2015.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","White","Spring","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Purple","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Black","Winter","2016.0","Fashionable"
"Women","Accessories","Watches","Watches","Silver","Winter","2016.0","Formal"
"Women","Accessories","Bags","Handbags","Silver","Winter","2015.0","Formal"
"Unisex","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Women","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Men","Footwear","Sandal","Sandals","Brown","Summer","2013.0","Casual"
"Women","Apparel","Saree","Sarees","Purple","Summer","2012.0","Casual"
"Men","Accessories","Belts","Belts","Black","Summer","2013.0","Casual"
"Men","Apparel","Topwear","Tshirts","Orange","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","White","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Blue","Winter","2012.0","Casual"
"Men","Accessories","Belts","Belts","Black","Fall","2011.0","Fashionable"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2010.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Flats","Black","Winter","2012.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Blue","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Winter","2012.0","Casual"
"Unisex","Accessories","Bags","Duffel Bag","Black","Winter","2015.0","Casual"
"Men","Apparel","Topwear","Shirts","Black","Fall","2011.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Kurtis","Off White","Fall","2011.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Red","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Purple","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Briefs","Navy Blue","Summer","2016.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Brown","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Brown","Summer","2012.0","Casual"
"Women","Accessories","Jewellery","Ring","Silver","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Women","Footwear","Shoes","Casual Shoes","Black","Summer","2012.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Nightdress","Off White","Winter","2015.0","Formal"
"Unisex","Accessories","Bags","Laptop Bag","Black","Winter","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Grey","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Accessories","Bags","Handbags","Teal","Summer","2012.0","Casual"
"Men","Accessories","Ties","Ties","Maroon","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Peach","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","Green","Summer","2012.0","Casual"
"Women","Accessories","Wallets","Wallets","Grey","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Shirts","White","Summer","2011.0","Formal"
"Unisex","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Women","Personal Care","Makeup","Foundation and Primer","Skin","Summer","2019.0","Casual"
"Men","Apparel","Bottomwear","Jeans","Blue","Fall","2011.0","Casual"
"Women","Accessories","Jewellery","Earrings","Gold","Winter","2016.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Winter","2018.0","Formal"
"Women","Apparel","Topwear","Shirts","Navy Blue","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Dupatta","Off White","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Orange","Summer","2011.0","Casual"
"Unisex","Accessories","Headwear","Caps","Navy Blue","Fall","2011.0","Casual"
"Women","Personal Care","Fragrance","Deodorant","White","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Gold","Winter","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Leggings","Pink","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Summer","2012.0","Casual"
"Unisex","Accessories","Bags","Waist Pouch","Black","Winter","2015.0","Formal"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Black","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Shirts","Navy Blue","Fall","2011.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","Grey","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Winter","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Brown","Summer","2012.0","Casual"
"Women","Accessories","Bags","Clutches","Grey","Winter","2015.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Olive","Summer","2012.0","Casual"
"Men","Accessories","Perfumes","Perfume and Body Mist","Red","Spring","2017.0","Casual"
"Men","Apparel","Innerwear","Briefs","Blue","Summer","2016.0","Casual"
"Women","Footwear","Shoes","Heels","White","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Casual Shoes","White","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Brown","Winter","2012.0","Casual"
"Women","Apparel","Bottomwear","Capris","Pink","Summer","2016.0","Casual"
"Women","Accessories","Wallets","Wallets","Brown","Winter","2015.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Boys","Apparel","Bottomwear","Shorts","Brown","Summer","2012.0","Casual"
"Boys","Apparel","Topwear","Tshirts","White","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Grey","Summer","2012.0","Casual"
"Women","Personal Care","Lips","Lip Gloss","Pink","Spring","2017.0","Casual"
"Women","Apparel","Innerwear","Bra","Black","Winter","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2010.0","Casual"
"Women","Accessories","Eyewear","Sunglasses","Black","Winter","2016.0","Fashionable"
"Women","Personal Care","Makeup","Kajal and Eyeliner","Black","Spring","2017.0","Casual"
"Unisex","Accessories","Socks","Socks","White","Summer","2011.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Black","Winter","2016.0","Formal"
"Women","Footwear","Shoes","Heels","White","Spring","2013.0","Casual"
"Men","Apparel","Innerwear","Briefs","Grey","Winter","2016.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Summer","2011.0","Casual"
"Women","Accessories","Bags","Backpacks","Pink","Spring","2013.0","Casual"
"Men","Accessories","Watches","Watches","Steel","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Fall","2011.0","Formal"
"Men","Personal Care","Fragrance","Deodorant","Red","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Tunics","Orange","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Red","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Flats","Blue","Winter","2012.0","Casual"
"Women","Apparel","Topwear","Dupatta","Blue","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Women","Footwear","Flip Flops","Flip Flops","Black","Summer","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Summer","2011.0","Casual"
"Women","Apparel","Bottomwear","Jeggings","Black","Fall","2012.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Grey","Summer","2016.0","Casual"
"Women","Apparel","Topwear","Tops","White","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Unisex","Apparel","Topwear","Tshirts","Green","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Blue","Winter","2015.0","Formal"
"Men","Apparel","Topwear","Tshirts","Red","Fall","2011.0","Casual"
"Men","Accessories","Watches","Watches","Silver","Winter","2016.0","Formal"
"Men","Footwear","Flip Flops","Flip Flops","Blue","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Winter","2015.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Fall","2010.0","Casual"
"Men","Accessories","Watches","Watches","Gold","Winter","2016.0","Fashionable"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Men","Footwear","Shoes","Casual Shoes","Green","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Brown","Winter","2015.0","Casual"
"Women","Footwear","Shoes","Heels","Brown","Winter","2015.0","Casual"
"Women","Apparel","Saree","Sarees","Orange","Fall","2012.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Winter","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Fall","2011.0","Casual"
"Girls","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Women","Personal Care","Makeup","Kajal and Eyeliner","Rose","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Shirts","Navy Blue","Summer","2012.0","Casual"
"Men","Accessories","Accessories","Messenger Bag","Black","Summer","2012.0","Casual"
"Unisex","Accessories","Headwear","Caps","Blue","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Women","Accessories","Jewellery","Necklace and Chains","Gold","Fall","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Pink","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Brown","Summer","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Summer","2012.0","Casual"
"Unisex","Accessories","Bags","Messenger Bag","Olive","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Flats","Silver","Winter","2012.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Navy Blue","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2016.0","Casual"
"Women","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Fashionable"
"Men","Apparel","Topwear","Shirts","White","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Fall","2012.0","Casual"
"Men","Accessories","Watches","Watches","Brown","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2011.0","Casual"
"Women","Personal Care","Fragrance","Perfume and Body Mist","Blue","Spring","2017.0","Casual"
"Men","Accessories","Socks","Socks","Navy Blue","Summer","2016.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Summer","2011.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Gold","Winter","2016.0","Fashionable"
"Women","Apparel","Topwear","Kurtas","Navy Blue","Fall","2011.0","Casual"
"Unisex","Footwear","Sandal","Sandals","Brown","Winter","2013.0","Formal"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2011.0","Casual"
"Men","Accessories","Cufflinks","Cufflinks","Navy Blue","Summer","2012.0","Casual"
"Men","Apparel","Loungewear and Nightwear","Night suits","Red","Summer","2016.0","Casual"
"Men","Apparel","Innerwear","Briefs","Red","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Pink","Winter","2011.0","Formal"
"Men","Apparel","Topwear","Shirts","Purple","Summer","2012.0","Casual"
"Girls","Apparel","Topwear","Tops","Pink","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Formal"
"Unisex","Accessories","Watches","Watches","Grey","Winter","2016.0","Fashionable"
"Men","Accessories","Socks","Socks","Cream","Summer","2016.0","Casual"
"Women","Apparel","Innerwear","Briefs","White","Summer","2017.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Formal"
"Boys","Footwear","Shoes","Casual Shoes","Blue","Fall","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Beige","Summer","2011.0","Casual"
"Men","Accessories","Scarves","Scarves","Brown","Winter","2015.0","Casual"
"Men","Apparel","Innerwear","Briefs","White","Summer","2016.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","White","Summer","2016.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Winter","2015.0","Casual"
"Women","Apparel","Topwear","Kurtas","Beige","Fall","2011.0","Casual"
"Men","Apparel","Bottomwear","Track Pants","Navy Blue","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Black","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Beige","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Track Pants","Black","Spring","2013.0","Casual"
